,Longitude,Latitude,Yield,Moisture,Year,PlotID,FieldID,elevation,slope,aspect,Controls,Optional controls,Treatment,Average Control Yield,Relative Yield
2607,-96.89158500020001,31.4841269989,42.727,11.4,2018,6,16A,167.8303986,1.3830619,115.41722109999999,"['4', '5', '8']",8,High,34.27634523809523,24.654480234703037
2608,-96.8916120048,31.484114004400002,42.422,11.4,2018,6,16A,167.8452148,1.6747720000000001,178.2131195,"['4', '5', '8']",8,High,34.27634523809523,23.7646537439224
2609,-96.89163999899999,31.484100999200002,37.263,11.5,2018,6,16A,167.8412323,1.3093344999999998,98.0205612,"['4', '5', '8']",8,High,34.27634523809523,8.713457462160681
2610,-96.8916670038,31.4840879957,39.939,11.5,2018,6,16A,167.8485718,1.4235581,165.4645996,"['4', '5', '8']",8,High,34.27634523809523,16.520590869796735
2611,-96.8916939978,31.484075001,38.48,11.5,2018,6,16A,167.8323364,1.1234823,169.0616455,"['4', '5', '8']",8,High,34.27634523809523,12.264011033570645
2612,-96.8917230022,31.484062003400002,37.493,11.4,2018,6,16A,167.8259583,0.8973053,181.4165802,"['4', '5', '8']",8,High,34.27634523809523,9.384474160126423
2613,-96.8917499964,31.484048999699997,40.16,11.4,2018,6,16A,167.77685549999998,1.3247831,209.6604767,"['4', '5', '8']",8,High,34.27634523809523,17.165350392624664
2614,-96.8917780009,31.4840360036,36.264,11.4,2018,6,16A,167.7685852,1.4896045,136.02229309999998,"['4', '5', '8']",8,High,34.27634523809523,5.798911021866073
2615,-96.89180599500001,31.4840229984,42.46,11.5,2018,6,16A,167.8049622,0.9471983,151.6285095,"['4', '5', '8']",8,High,34.27634523809523,23.875517372281966
2616,-96.89183399950001,31.4840100023,40.057,11.5,2018,6,16A,167.73710630000002,1.2451166,190.4303131,"['4', '5', '8']",8,High,34.27634523809523,16.864851610492202
2617,-96.8918620041,31.4839969972,40.93,11.4,2018,6,16A,167.70384219999997,0.4529769,208.89617919999998,"['4', '5', '8']",8,High,34.27634523809523,19.411797598857767
2618,-96.8918889981,31.4839840025,47.704,11.5,2018,6,16A,167.680542,1.7074716,148.298111,"['4', '5', '8']",8,High,34.27634523809523,39.17469808590058
2619,-96.8919170042,31.4839699962,42.06,11.5,2018,6,16A,167.6969757,0.9346336,87.34633640000001,"['4', '5', '8']",8,High,34.27634523809523,22.70853181060244
2620,-96.89194399809999,31.483957001500002,42.219,11.5,2018,6,16A,167.6942139,2.1811209,243.35795589999998,"['4', '5', '8']",8,High,34.27634523809523,23.172408571370052
2621,-96.8919720027,31.483943996399997,37.878,11.5,2018,6,16A,167.6695709,0.716962,109.48992920000002,"['4', '5', '8']",8,High,34.27634523809523,10.507697763242962
2622,-96.8919989967,31.4839310016,48.673,11.5,2018,6,16A,167.690506,0.5867385,124.6668091,"['4', '5', '8']",8,High,34.27634523809523,42.001720609069245
2623,-96.89202600280001,31.4839169969,40.59,11.5,2018,6,16A,167.64328,0.5786774,172.0106812,"['4', '5', '8']",8,High,34.27634523809523,18.419859871430177
2624,-96.8920549966,31.483903999000002,43.502,11.5,2018,6,16A,167.6275177,0.6927539,87.23327640000001,"['4', '5', '8']",8,High,34.27634523809523,26.915514760457143
2625,-96.892082001,31.4838910044,39.302,11.5,2018,6,16A,167.6331482,0.9581506,216.1863861,"['4', '5', '8']",8,High,34.27634523809523,14.662166362822083
2626,-96.8921099951,31.4838779991,43.303,11.5,2018,6,16A,167.5641937,0.7407133,155.7868958,"['4', '5', '8']",8,High,34.27634523809523,26.33493944352156
2627,-96.89213799950001,31.4838650029,42.895,11.5,2018,6,16A,167.6032257,0.5920462,93.6086578,"['4', '5', '8']",8,High,34.27634523809523,25.14461417060846
2628,-96.8921650041,31.483851999299997,47.201,11.5,2018,6,16A,167.52754209999998,0.4866324000000001,144.1183014,"['4', '5', '8']",8,High,34.27634523809523,37.70721374208858
2629,-96.89219399790001,31.4838390014,46.479,11.5,2018,6,16A,167.5379944,1.3551245,67.19570159999999,"['4', '5', '8']",8,High,34.27634523809523,35.60080480325703
2630,-96.89222100389999,31.4838249966,37.73,11.5,2018,6,16A,167.5275574,1.5649866000000001,223.97041319999997,"['4', '5', '8']",8,High,34.27634523809523,10.075913105421527
2631,-96.89224799780001,31.483812001799997,38.423,11.4,2018,6,16A,167.4890594,0.163134,223.15414429999998,"['4', '5', '8']",8,High,34.27634523809523,12.097715591031326
2632,-96.8922760023,31.483798996599997,38.202,11.5,2018,6,16A,167.4938812,0.413411,194.8884888,"['4', '5', '8']",8,High,34.27634523809523,11.452956068203376
2688,-96.8920610036,31.4839670017,46.954,11.4,2018,7,16A,167.7059631,1.9319810000000002,215.2815857,"['5', '8', '9']",9,Medium,33.91658882783883,38.439629758580054
2689,-96.8921429991,31.4839259957,43.796,11.4,2018,7,16A,167.6278534,0.1109507,104.25524140000002,"['5', '8', '9']",9,Medium,33.91658882783883,29.128551878578428
2690,-96.89217200479999,31.4839119968,40.979,11.4,2018,7,16A,167.5974884,0.8137949000000001,155.35865780000003,"['5', '8', '9']",9,Medium,33.91658882783883,20.82288171139523
2691,-96.8922000001,31.483897999299998,38.99,11.4,2018,7,16A,167.5824738,2.393847,227.27421569999996,"['5', '8', '9']",9,Medium,33.91658882783883,14.958494788240328
2692,-96.89223100420001,31.4838849984,40.037,11.4,2018,7,16A,167.61192319999998,1.4362993,75.88870240000001,"['5', '8', '9']",9,Medium,33.91658882783883,18.0454797598558
2693,-96.8922589995,31.483871000900002,40.959,11.4,2018,7,16A,167.5241699,1.7661839,217.7431946,"['5', '8', '9']",9,Medium,33.91658882783883,20.76391351709504
2694,-96.8922880037,31.4838580031,38.318,11.4,2018,7,16A,167.5029755,0.8535676999999999,296.9324646,"['5', '8', '9']",9,Medium,33.91658882783883,12.977163459753587
2695,-96.89231600040002,31.4838430044,44.774,11.4,2018,7,16A,167.4981842,0.8036049,263.8800659,"['5', '8', '9']",9,Medium,33.91658882783883,32.01209657985823
2696,-96.8923410039,31.483830996,44.263,11.4,2018,7,16A,167.4169312,1.3875941,250.2809296,"['5', '8', '9']",9,Medium,33.91658882783883,30.505459215488102
2697,-96.8923669965,31.483819004,43.134,11.4,2018,7,16A,167.37484740000002,0.5362231,281.5801392,"['5', '8', '9']",9,Medium,33.91658882783883,27.176704647241806
2698,-96.8923929997,31.483807003000003,46.172,11.4,2018,7,16A,167.37577819999998,1.5728729,259.4737244,"['5', '8', '9']",9,Medium,33.91658882783883,36.13397336144221
2699,-96.89241800299999,31.4837950037,42.56,11.4,2018,7,16A,167.3008575,0.8879845,250.98979190000003,"['5', '8', '9']",9,Medium,33.91658882783883,25.484317470826067
2700,-96.8924439958,31.483783002600003,45.663,11.4,2018,7,16A,167.2902222,0.6057746,274.127594,"['5', '8', '9']",9,Medium,33.91658882783883,34.633232816502115
2701,-96.89247000040001,31.4837700005,45.131,11.4,2018,7,16A,167.2599945,1.1550523000000001,281.01654049999996,"['5', '8', '9']",9,Medium,33.91658882783883,33.0646788481168
2702,-96.8924950051,31.4837569999,41.547,11.4,2018,7,16A,167.2097168,1.0505711000000002,271.5198059,"['5', '8', '9']",9,Medium,33.91658882783883,22.49757842952091
2703,-96.8925209978,31.483744998800002,49.628,11.4,2018,7,16A,167.1789856,1.6986866000000003,276.74063110000003,"['5', '8', '9']",9,Medium,33.91658882783883,46.323677336516816
2704,-96.8925470025,31.4837319967,39.384,11.4,2018,7,16A,167.10913090000003,1.2453489,266.8313293,"['5', '8', '9']",9,Medium,33.91658882783883,16.120168215954266
2705,-96.8925739949,31.483720003000002,42.347,11.4,2018,7,16A,167.106842,1.5449451,311.7721863,"['5', '8', '9']",9,Medium,33.91658882783883,24.856306201528934
2706,-96.8925999995,31.4837070009,41.243,11.4,2018,7,16A,166.98144530000002,0.84982,225.33341980000003,"['5', '8', '9']",9,Medium,33.91658882783883,21.60126187615788
2707,-96.89262700399999,31.4836939972,36.2,11.4,2018,7,16A,166.96171569999998,1.1826216,283.4802856,"['5', '8', '9']",9,Medium,33.91658882783883,6.7324316833624
2708,-96.89265299790002,31.4836810039,44.08,11.4,2018,7,16A,166.91014099999998,1.5422115,242.61805730000003,"['5', '8', '9']",9,Medium,33.91658882783883,29.965900237641275
2709,-96.89268000240001,31.483668000100003,39.817,11.4,2018,7,16A,166.8394012,1.5109056,285.7900391,"['5', '8', '9']",9,Medium,33.91658882783883,17.3968296225536
2710,-96.892706995,31.483655997399996,39.837,11.4,2018,7,16A,166.81742859999997,0.6856499,278.94888310000005,"['5', '8', '9']",9,Medium,33.91658882783883,17.45579781685381
2711,-96.8927329982,31.483643996399998,45.866,11.4,2018,7,16A,166.747818,1.0126586,267.8789062,"['5', '8', '9']",9,Medium,33.91658882783883,35.23175998864915
2712,-96.8927600024,31.4836310017,38.625,11.4,2018,7,16A,166.70332340000002,1.2018535,331.4311218,"['5', '8', '9']",9,Medium,33.91658882783883,13.882325242261667
2713,-96.89278699639999,31.483617997800003,40.947,11.4,2018,7,16A,166.746933,1.1771599,330.1508789,"['5', '8', '9']",9,Medium,33.91658882783883,20.72853260051492
2714,-96.89281200100001,31.483604997199997,35.13,11.4,2018,7,16A,166.6987762,1.0695146,253.6091461,"['5', '8', '9']",9,Medium,33.91658882783883,3.5776332883016875
2715,-96.8928390039,31.483593003600003,37.901,11.4,2018,7,16A,166.62741090000003,0.7531201999999999,246.4739227,"['5', '8', '9']",9,Medium,33.91658882783883,11.74767660859443
2716,-96.8928659979,31.4835799996,37.326,11.4,2018,7,16A,166.57937619999998,2.329011,253.7442017,"['5', '8', '9']",9,Medium,33.91658882783883,10.052341022463665
2717,-96.892892001,31.4835679986,38.181,11.4,2018,7,16A,166.4831543,1.9892333999999998,252.12623599999998,"['5', '8', '9']",9,Medium,33.91658882783883,12.573231328797215
2718,-96.8929189947,31.483555003699998,36.292,11.4,2018,7,16A,166.42613219999998,0.7184739,287.80111689999995,"['5', '8', '9']",9,Medium,33.91658882783883,7.003685377143317
2719,-96.8929449992,31.483542001500002,37.811,11.4,2018,7,16A,166.3789368,1.2608056,282.2078247,"['5', '8', '9']",9,Medium,33.91658882783883,11.48231973424352
2720,-96.8929730022,31.4835299973,39.352,11.4,2018,7,16A,166.340744,1.0429299,296.6294861,"['5', '8', '9']",9,Medium,33.91658882783883,16.025819105073936
2721,-96.89299999590003,31.4835170023,37.333,11.4,2018,7,16A,166.2976074,1.0538836999999999,259.6244812,"['5', '8', '9']",9,Medium,33.91658882783883,10.07297989046873
2722,-96.89302700030001,31.483503998499998,38.367,11.4,2018,7,16A,166.2227936,1.2312111000000001,263.6103821,"['5', '8', '9']",9,Medium,33.91658882783883,13.121635535789078
2723,-96.8930530048,31.483490996300002,37.082,11.4,2018,7,16A,166.23963930000002,1.1829392,314.5883484,"['5', '8', '9']",9,Medium,33.91658882783883,9.332929052001223
2724,-96.89307999709999,31.4834790025,32.556,11.4,2018,7,16A,166.14108280000002,1.11185,284.4145508,"['5', '8', '9']",9,Medium,33.91658882783883,-4.011573318134095
2725,-96.89310700290001,31.4834649975,37.167,11.4,2018,7,16A,166.12902830000002,0.9220178,243.7416687,"['5', '8', '9']",9,Medium,33.91658882783883,9.583543877777077
2726,-96.8931339952,31.4834530037,27.474,11.4,2018,7,16A,166.1058502,1.8125639999999998,229.36050419999998,"['5', '8', '9']",9,Medium,33.91658882783883,-18.99539148981496
2727,-96.8913279952,31.4843770035,33.403,11.4,2018,10,16A,167.8919983,3.6305065,79.4845657,"['8', '9', '12']",12,Low,33.765323836657174,-1.0730648946533135
2728,-96.89135299879999,31.4843650044,34.581,11.4,2018,10,16A,167.9514618,1.3862915,147.70405580000002,"['8', '9', '12']",12,Low,33.765323836657174,2.4157214285541477
2729,-96.89137900230001,31.484353003699997,32.933,11.4,2018,10,16A,167.9659271,1.3198881000000002,116.85565190000001,"['8', '9', '12']",12,Low,33.765323836657174,-2.4650254820111206
2730,-96.8914059953,31.484341001300002,36.649,11.4,2018,10,16A,168.022522,1.2732723,174.6871643,"['8', '9', '12']",12,Low,33.765323836657174,8.540348012928508
2731,-96.8914310003,31.484328000900003,33.848,11.4,2018,10,16A,168.0107727,1.2382417,133.3838501,"['8', '9', '12']",12,Low,33.765323836657174,0.24485523593014616
2732,-96.8914580051,31.4843149975,33.418,11.4,2018,10,16A,168.062973,1.2778343,151.97996519999998,"['8', '9', '12']",12,Low,33.765323836657174,-1.028640620588701
2733,-96.8914839981,31.484302996599997,40.987,11.4,2018,10,16A,168.0480499,1.7587794999999997,141.3396301,"['8', '9', '12']",12,Low,33.765323836657174,21.387848072414002
2734,-96.8915100028,31.4842900037,33.888,11.4,2018,10,16A,168.0504913,1.5013468,142.9149475,"['8', '9', '12']",12,Low,33.765323836657174,0.36331996676910616
2735,-96.8915369957,31.4842780012,39.251,11.4,2018,10,16A,168.07823180000003,0.9437721,196.7354584,"['8', '9', '12']",12,Low,33.765323836657174,16.246478754003014
2736,-96.89156199930001,31.4842660021,38.414,11.4,2018,10,16A,168.03730769999999,0.8920360999999999,156.0253906,"['8', '9', '12']",12,Low,33.765323836657174,13.767604261197732
2737,-96.8915890027,31.4842539998,39.899,11.4,2018,10,16A,168.0557556,0.9522459999999999,119.0916443,"['8', '9', '12']",12,Low,33.765323836657174,18.165607393594218
2738,-96.891614997,31.4842409977,40.728,11.4,2018,10,16A,168.0953217,0.8342582000000001,179.3695831,"['8', '9', '12']",12,Low,33.765323836657174,20.620788940231723
2739,-96.89164100049999,31.4842289969,38.625,11.4,2018,10,16A,168.0506134,1.3021339,144.63223269999997,"['8', '9', '12']",12,Low,33.765323836657174,14.392505716373257
2740,-96.8916680051,31.484216002399997,38.39,11.4,2018,10,16A,168.08253480000002,1.0161221999999999,81.714798,"['8', '9', '12']",12,Low,33.765323836657174,13.696525422694354
2741,-96.891693998,31.4842040015,42.096,11.4,2018,10,16A,168.06475830000002,0.7426176,171.21409609999998,"['8', '9', '12']",12,Low,33.765323836657174,24.672282734924224
2742,-96.89172000149999,31.484192000700002,38.997,11.4,2018,10,16A,168.0619507,1.3676796999999998,143.9238281,"['8', '9', '12']",12,Low,33.765323836657174,15.49422771317561
2743,-96.8917469958,31.484178996999997,39.335,11.4,2018,10,16A,168.0699768,0.7341968000000001,147.28680419999998,"['8', '9', '12']",12,Low,33.765323836657174,16.495254688764845
2744,-96.8917729992,31.4841669962,38.535,11.4,2018,10,16A,168.00750730000001,1.0490803,148.1027832,"['8', '9', '12']",12,Low,33.765323836657174,14.125960071985583
2745,-96.89180000379999,31.484154001700002,37.575,11.4,2018,10,16A,168.0031128,1.1976209,149.9471283,"['8', '9', '12']",12,Low,33.765323836657174,11.282806531850497
2746,-96.89182599809999,31.4841409996,39.083,11.4,2018,10,16A,167.9710388,1.7269986000000002,199.0172119,"['8', '9', '12']",12,Low,33.765323836657174,15.748926884479374
2747,-96.8918520015,31.484128998800003,41.851,11.4,2018,10,16A,167.959549,0.9159930000000001,185.3528442,"['8', '9', '12']",12,Low,33.765323836657174,23.94668625853559
2748,-96.8918789955,31.4841160041,46.185,11.4,2018,10,16A,167.95234680000002,1.0923338,104.95652009999999,"['8', '9', '12']",12,Low,33.765323836657174,36.7823398449372
2749,-96.89190500030001,31.4841030021,38.869,11.4,2018,10,16A,167.9233246,2.0182796,223.67105099999998,"['8', '9', '12']",12,Low,33.765323836657174,15.11514057449093
2750,-96.8919320036,31.484090999699998,39.513,11.4,2018,10,16A,167.8718719,0.7655244000000001,152.9667664,"['8', '9', '12']",12,Low,33.765323836657174,17.022422740998223
2751,-96.89195799790001,31.4840779975,41.392,11.3,2018,10,16A,167.86959840000003,1.6535891,130.611145,"['8', '9', '12']",12,Low,33.765323836657174,22.587303472158503
2752,-96.8919840025,31.4840650046,40.506,11.4,2018,10,16A,167.8652344,1.3661723999999997,187.7633057,"['8', '9', '12']",12,Low,33.765323836657174,19.963309684075476
2753,-96.89201099530001,31.484053002,39.251,11.4,2018,10,16A,167.84840390000002,0.4313717000000001,227.279129,"['8', '9', '12']",12,Low,33.765323836657174,16.246478754003014
2754,-96.8920370001,31.48404,41.523,11.4,2018,10,16A,167.8270111,0.8571424000000001,212.5473785,"['8', '9', '12']",12,Low,33.765323836657174,22.975275465656107
2755,-96.8920630048,31.484026998,42.092,11.3,2018,10,16A,167.78964230000003,0.1727682,156.7918854,"['8', '9', '12']",12,Low,33.765323836657174,24.66043626184034
2756,-96.89208999739999,31.4840150044,35.984,11.4,2018,10,16A,167.7894135,1.1836518999999999,185.259552,"['8', '9', '12']",12,Low,33.765323836657174,6.5708718627307565
2757,-96.8921160021,31.484002002399997,33.601,11.4,2018,10,16A,167.7295685,1.0788803,174.0878906,"['8', '9', '12']",12,Low,33.765323836657174,-0.48666447700044757
2758,-96.89214299490001,31.483989999699997,39.796,11.4,2018,10,16A,167.74311830000002,0.6834241999999999,205.1309052,"['8', '9', '12']",12,Low,33.765323836657174,17.860560711683885
2759,-96.89216899959999,31.4839769977,41.547,11.4,2018,10,16A,167.6915131,0.6467264,229.11097719999998,"['8', '9', '12']",12,Low,33.765323836657174,23.046354304159465
2760,-96.89219500440001,31.4839639957,45.816,11.3,2018,10,16A,167.658905,0.4041141,80.11228940000001,"['8', '9', '12']",12,Low,33.765323836657174,35.68950270294777
2761,-96.8922219983,31.483951000900003,45.444,11.3,2018,10,16A,167.6707153,0.7119839,207.1785736,"['8', '9', '12']",12,Low,33.765323836657174,34.587780706145416
2762,-96.8922480016,31.483939,47.335,11.4,2018,10,16A,167.57681269999998,1.1672539,119.78812409999999,"['8', '9', '12']",12,Low,33.765323836657174,40.188200856557366
2763,-96.89227499569999,31.4839259962,41.604,11.4,2018,10,16A,167.5634613,1.2569486,231.2460785,"['8', '9', '12']",12,Low,33.765323836657174,23.215166545604994
2764,-96.8923009988,31.483914004299997,42.307,11.4,2018,10,16A,167.4980469,1.6219337999999999,250.52272030000003,"['8', '9', '12']",12,Low,33.765323836657174,25.29718419009977
2765,-96.8923280035,31.4839010007,34.209,11.4,2018,10,16A,167.4711914,0.0763557,31.301282899999997,"['8', '9', '12']",12,Low,33.765323836657174,1.313999431751796
2766,-96.8923539976,31.4838879984,38.708,11.3,2018,10,16A,167.458786,0.8799556000000001,229.57312009999998,"['8', '9', '12']",12,Low,33.765323836657174,14.6383200328641
2820,-96.89212399629999,31.484059003600002,45.516,11.3,2018,11,16A,167.8369293,0.9943069,195.03201289999998,"['9', '12', '13']",13,High,33.58478537511871,35.525653928163926
2821,-96.8922150041,31.4840159992,37.954,11.3,2018,11,16A,167.6894226,1.2468683,225.91603089999998,"['9', '12', '13']",13,High,33.58478537511871,13.009505870233193
2822,-96.8922439993,31.4840020002,36.973,11.3,2018,11,16A,167.6473389,0.34948229999999997,265.9475708,"['9', '12', '13']",13,High,33.58478537511871,10.08854035253548
2823,-96.89227300370001,31.483989002399998,38.99,11.3,2018,11,16A,167.6263275,0.5695351,263.1013489,"['9', '12', '13']",13,High,33.58478537511871,16.094236019402235
2824,-96.8923009991,31.483974995900002,37.257,11.3,2018,11,16A,167.5809479,1.4137077,239.7410126,"['9', '12', '13']",13,High,33.58478537511871,10.93416135867834
2825,-96.8923280036,31.4839620012,45.317,11.3,2018,11,16A,167.5458069,1.3151391000000001,234.6726074,"['9', '12', '13']",13,High,33.58478537511871,34.93312371611312
