,PlotID,Treatment,Year,Longitude,Latitude,Yield,Moisture,elevation,slope,aspect,Average Control Yield,Relative Yield,FieldID
31,26,High,2018,-96.88430260049668,31.47038136678,42.96450000000001,12.463333333333333,171.57849781666667,2.0550538233333335,112.22985382666668,43.57732925561027,-1.4063029242008651,Y8
32,26,High,2019,-96.88434378551428,31.470358428774997,119.94300000000001,11.728571428571426,171.68461772857148,1.835132032142857,124.94079209285712,103.73427350427347,15.625237395679793,Y8
33,26,High,2020,-96.8843448259,31.47037078213043,179.89808695652172,12.64782608695652,171.68020032608695,1.9031097521739129,128.0859923956522,150.68575999999993,19.38625584562319,Y8
34,26,High,2022,-96.8842987082625,31.470383292216667,47.94816666666667,9.895833333333337,171.55966503333335,1.8027115333333332,110.44704994166669,51.360430752242934,-6.6437606453042415,Y8
35,28,High,2018,-96.8826281866875,31.47117928226562,47.754687499999996,10.693749999999994,166.90126895625,1.574898840625,60.495032246874985,44.30078429118772,7.796483209213306,Y8
36,28,High,2019,-96.88269691351738,31.47115213048261,55.498999999999995,11.647826086956519,167.04629450434783,1.6757851086956523,61.43695502608696,60.783188888888866,-8.693503887313883,Y8
37,28,High,2020,-96.88270878991052,31.471150316742104,55.77273684210525,12.400000000000004,167.07649632105264,1.7984590368421054,68.9371106631579,79.20023157894735,-29.5800836308028,Y8
38,5,Low,2018,-96.88502715986401,31.469722440139993,41.17684,10.46,173.00088074800001,1.3489050160000002,104.68886795199998,42.8887754789272,-3.991569961628642,Y8
39,5,Low,2019,-96.88501637574582,31.469727292591667,130.3685,11.791666666666671,172.985581725,1.2149827999999998,112.12693189999997,120.3559595096262,8.319106532961522,Y8
40,5,Low,2020,-96.88503404505454,31.469727682068182,172.61972727272726,12.881818181818183,173.0125156727273,1.3942440181818183,114.22183383636361,166.2439953174603,3.835165260009438,Y8
41,5,Low,2022,-96.88496860857389,31.46974626095217,46.11378260869566,9.926086956521742,172.90968721304344,1.3041007695652174,116.49793615652176,45.67979254501538,0.9500701283890757,Y8
42,7,Low,2018,-96.88331956638,31.47053706690334,42.78083333333334,10.893333333333333,168.99558563,1.7331470899999994,89.28918494666667,43.46419292929294,-1.5722357874475728,Y8
43,7,Low,2019,-96.88335356027203,31.470518640071997,81.49195999999999,11.663999999999994,169.07763489200002,1.5509580400000003,90.81249160400003,84.68117901234565,-3.766148569897369,Y8
44,7,Low,2020,-96.88336095502729,31.470524772340912,158.90786363636363,12.5,169.0874550590909,1.6770205409090913,88.57267241818182,120.81967587301592,31.524822002816226,Y8
45,7,Low,2022,-96.88335905047003,31.470513550304997,72.63415,9.910000000000002,169.09254836000005,1.39409552,89.95141972999998,47.17322222222221,53.97326402219718,Y8
